on_date,fii_purchase,fii_sales,fii_net,dii_purchase,dii_sales,dii_net,category
27-Mar-2023,"4,883.36","5,774.00",-890.64,"5,375.63","3,566.69","1,808.94",cash
24-Mar-2023,"5,290.76","7,011.20","-1,720.44","5,418.24","2,862.71","2,555.53",cash
23-Mar-2023,"5,939.87","6,934.88",-995.01,"6,185.11","4,516.26","1,668.85",cash
22-Mar-2023,"6,159.55","6,097.83",61.72,"4,755.39","4,371.88",383.51,cash
21-Mar-2023,"5,900.64","7,355.27","-1,454.63","7,628.22","5,682.16","1,946.06",cash
20-Mar-2023,"4,747.89","7,293.76","-2,545.87","9,105.37","6,228.73","2,876.64",cash
17-Mar-2023,"18,734.40","20,500.93","-1,766.53","9,693.46","7,876.32","1,817.14",cash
16-Mar-2023,"7,993.16","8,275.22",-282.06,"9,226.46","7,175.01","2,051.45",cash
15-Mar-2023,"5,769.42","7,040.67","-1,271.25","6,343.80","4,519.86","1,823.94",cash
14-Mar-2023,"6,737.37","9,824.33","-3,086.96","7,024.22","4,902.28","2,121.94",cash
13-Mar-2023,"10,135.27","11,682.13","-1,546.86","7,476.55","6,057.97","1,418.58",cash
10-Mar-2023,"5,117.34","7,178.81","-2,061.47","5,167.71","3,817.58","1,350.13",cash
09-Mar-2023,"7,570.52","8,132.30",-561.78,"4,606.70","4,564.29",42.41,cash
08-Mar-2023,"11,451.00","7,779.44","3,671.56","4,625.58","5,563.38",-937.8,cash
06-Mar-2023,"7,035.15","6,313.78",721.37,"5,659.58","4,902.35",757.23,cash
03-Mar-2023,"6,969.39","6,723.15",246.24,"5,869.61","3,779.69","2,089.92",cash
02-Mar-2023,"20,596.11","7,825.30","12,770.81","5,948.15","3,819.35","2,128.80",cash
01-Mar-2023,"6,953.43","7,378.31",-424.88,"5,918.73","4,420.07","1,498.66",cash
28-Feb-2023,"18,558.96","23,118.17","-4,559.21","9,307.91","4,698.04","4,609.87",cash
27-Feb-2023,"4,315.20","6,337.72","-2,022.52","6,621.25","4,389.59","2,231.66",cash
24-Feb-2023,"8,864.60","10,334.94","-1,470.34","5,875.05","4,474.07","1,400.98",cash
23-Feb-2023,"6,791.35","8,208.59","-1,417.24","7,010.44","5,424.38","1,586.06",cash
22-Feb-2023,"6,195.54","6,775.36",-579.82,"5,711.53","5,339.97",371.56,cash
21-Feb-2023,"5,465.61","4,939.81",525.8,"5,318.43","5,553.66",-235.23,cash
20-Feb-2023,"4,256.62","4,415.57",-158.95,"4,980.30","4,894.07",86.23,cash
17-Feb-2023,"4,809.72","5,434.33",-624.61,"5,540.77","5,626.06",-85.29,cash
16-Feb-2023,"8,580.54","7,009.92","1,570.62","7,759.70","6,182.43","1,577.27",cash
15-Feb-2023,"8,547.86","8,115.71",432.15,"5,880.41","5,363.77",516.64,cash
14-Feb-2023,"8,418.32","7,113.02","1,305.30","5,042.49","4,837.70",204.79,cash
13-Feb-2023,"7,386.63","6,064.24","1,322.39","5,361.52","4,839.83",521.69,cash
10-Feb-2023,"7,700.57","6,242.55","1,458.02","4,882.41","5,173.75",-291.34,cash
09-Feb-2023,"7,049.05","7,193.78",-144.73,"5,589.08","5,794.33",-205.25,cash
08-Feb-2023,"7,617.80","8,354.62",-736.82,"6,154.12","5,212.96",941.16,cash
07-Feb-2023,"7,126.37","9,686.33","-2,559.96","6,009.70","5,369.88",639.82,cash
06-Feb-2023,"6,853.35","8,071.49","-1,218.14","5,771.18","4,568.09","1,203.09",cash
03-Feb-2023,"9,482.09","10,414.53",-932.44,"7,473.98","6,209.24","1,264.74",cash
02-Feb-2023,"9,780.82","12,846.17","-3,065.35","9,470.68","7,099.32","2,371.36",cash
01-Feb-2023,"14,366.67","12,581.46","1,785.21","10,711.50","10,182.03",529.47,cash
31-Jan-2023,"14,776.22","20,215.86","-5,439.64","10,974.09","6,467.78","4,506.31",cash
30-Jan-2023,"10,904.18","17,696.98","-6,792.80","11,487.01","5,974.38","5,512.63",cash
27-Jan-2023,"12,414.78","18,392.64","-5,977.86","12,373.41","8,121.08","4,252.33",cash
25-Jan-2023,"5,859.15","8,253.09","-2,393.94","8,111.61","6,733.12","1,378.49",cash
24-Jan-2023,"6,403.88","7,164.39",-760.51,"6,849.63","5,704.88","1,144.75",cash
23-Jan-2023,"5,803.43","6,023.30",-219.87,"5,925.39","5,490.43",434.96,cash
20-Jan-2023,"8,288.80","10,291.05","-2,002.25","5,809.29","4,299.34","1,509.95",cash
19-Jan-2023,"7,780.87","7,380.89",399.98,"4,321.53","4,450.49",-128.96,cash
18-Jan-2023,"8,386.64","8,705.87",-319.23,"6,873.15","5,647.19","1,225.96",cash
17-Jan-2023,"8,445.26","8,234.20",211.06,"5,239.45","5,148.64",90.81,cash
16-Jan-2023,"6,260.07","7,010.66",-750.59,"5,220.03","4,534.07",685.96,cash
13-Jan-2023,"9,305.72","11,728.11","-2,422.39","5,700.60","3,747.20","1,953.40",cash
12-Jan-2023,"8,707.37","10,370.00","-1,662.63","6,087.85","3,960.20","2,127.65",cash
11-Jan-2023,"6,980.52","10,188.67","-3,208.15","6,859.92","4,429.30","2,430.62",cash
10-Jan-2023,"6,287.46","8,396.80","-2,109.34","6,558.15","4,751.53","1,806.62",cash
09-Jan-2023,"8,643.63","8,846.76",-203.13,"6,476.52","4,752.73","1,723.79",cash
06-Jan-2023,"3,855.85","6,758.31","-2,902.46","6,638.39","5,555.22","1,083.17",cash
05-Jan-2023,"7,275.08","8,724.53","-1,449.45","6,898.17","7,092.26",-194.09,cash
04-Jan-2023,"4,508.21","7,129.10","-2,620.89","5,601.36","4,827.78",773.58,cash
03-Jan-2023,"3,077.09","3,705.16",-628.07,"5,243.44","4,892.87",350.57,cash
02-Jan-2023,"1,381.14","1,593.71",-212.57,"4,660.71","3,917.36",743.35,cash
30-Dec-2022,"2,252.66","5,203.55","-2,950.89","5,715.85","3,449.65","2,266.20",cash
29-Dec-2022,"4,288.43","4,861.21",-572.78,"9,634.45","9,118.62",515.83,cash
28-Dec-2022,"4,202.71","5,075.30",-872.59,"4,358.43","3,985.56",372.87,cash
27-Dec-2022,"2,122.71","2,990.36",-867.65,"4,402.91","3,781.10",621.81,cash
26-Dec-2022,"1,769.08","2,266.73",-497.65,"5,338.79","4,053.05","1,285.74",cash
23-Dec-2022,"4,131.62","4,838.46",-706.84,"7,810.07","4,411.09","3,398.98",cash
22-Dec-2022,"5,389.99","4,461.36",928.63,"6,606.90","4,400.31","2,206.59",cash
21-Dec-2022,"4,737.71","5,856.82","-1,119.11","6,494.78","4,737.41","1,757.37",cash
20-Dec-2022,"5,678.42","5,222.48",455.94,"4,951.34","4,456.60",494.74,cash
19-Dec-2022,"5,276.33","5,814.43",-538.1,"4,616.32","3,928.94",687.38,cash
16-Dec-2022,"10,602.07","12,577.51","-1,975.44","7,954.78","6,412.28","1,542.50",cash
15-Dec-2022,"7,387.82","8,098.56",-710.74,"4,918.27","4,657.35",260.92,cash
14-Dec-2022,"7,620.65","7,248.49",372.16,"6,324.02","5,397.57",926.45,cash
13-Dec-2022,"9,675.09","9,055.17",619.92,"4,933.37","4,896.62",36.75,cash
12-Dec-2022,"6,982.52","7,121.33",-138.81,"5,307.85","4,612.25",695.6,cash
09-Dec-2022,"7,515.54","7,673.55",-158.01,"6,555.25","6,053.62",501.63,cash
08-Dec-2022,"8,714.35","9,846.02","-1,131.67","6,297.04","5,524.75",772.29,cash
07-Dec-2022,"6,439.64","7,681.51","-1,241.87","5,832.75","5,443.90",388.85,cash
06-Dec-2022,"7,190.92","7,826.27",-635.35,"5,627.26","6,185.93",-558.67,cash
05-Dec-2022,"8,618.79","9,757.86","-1,139.07","7,193.09","4,585.11","2,607.98",cash
02-Dec-2022,"10,621.20","10,406.44",214.76,"5,887.92","5,175.58",712.34,cash
01-Dec-2022,"7,873.15","9,439.08","-1,565.93","9,539.53","6,874.55","2,664.98",cash
30-Nov-2022,"39,665.79","30,655.38","9,010.41","6,841.34","10,897.74","-4,056.40",cash
29-Nov-2022,"6,600.32","5,358.75","1,241.57","5,682.24","6,426.66",-744.42,cash
28-Nov-2022,"7,780.30","6,844.42",935.88,"6,377.54","6,289.61",87.93,cash
25-Nov-2022,"5,715.97","5,346.89",369.08,"5,358.11","5,654.03",-295.92,cash
24-Nov-2022,"6,471.93","5,239.95","1,231.98","5,850.70","6,086.36",-235.66,cash
23-Nov-2022,"7,231.13","8,020.99",-789.86,"6,123.98","5,710.23",413.75,cash
22-Nov-2022,"7,288.52","7,986.35",-697.83,"5,334.42","4,698.03",636.39,cash
21-Nov-2022,"4,890.72","6,484.55","-1,593.83","5,991.73","4,728.82","1,262.91",cash
18-Nov-2022,"7,196.95","7,948.15",-751.2,"6,098.43","5,207.98",890.45,cash
17-Nov-2022,"7,595.66","6,977.29",618.37,"5,433.88","4,984.66",449.22,cash
16-Nov-2022,"7,929.75","8,315.81",-386.06,"6,836.74","5,399.34","1,437.40",cash
15-Nov-2022,"7,660.14","7,881.46",-221.32,"4,851.11","5,400.39",-549.28,cash
14-Nov-2022,"21,769.03","20,679.62","1,089.41","5,841.18","5,794.00",47.18,cash
11-Nov-2022,"12,533.98","8,575.75","3,958.23","9,849.11","9,233.57",615.54,cash
10-Nov-2022,"7,068.96","7,032.90",36.06,"5,976.85","6,943.98",-967.13,cash
09-Nov-2022,"9,279.08","8,892.25",386.83,"6,545.43","7,605.55","-1,060.12",cash
07-Nov-2022,"9,085.72","7,137.21","1,948.51","5,814.00","6,658.20",-844.2,cash
04-Nov-2022,"7,418.79","5,982.54","1,436.25","5,706.31","6,254.90",-548.59,cash
03-Nov-2022,"18,495.14","17,817.52",677.62,"5,015.94","5,748.05",-732.11,cash
02-Nov-2022,"7,623.85","6,187.55","1,436.30","5,634.09","7,012.21","-1,378.12",cash
01-Nov-2022,"12,542.92","9,932.98","2,609.94","6,269.05","6,999.19",-730.14,cash
31-Oct-2022,"9,458.72","5,280.11","4,178.61","5,544.02","6,651.12","-1,107.10",cash
28-Oct-2022,"7,177.66","5,608.91","1,568.75","5,092.50","5,705.87",-613.37,cash
27-Oct-2022,"13,489.24","10,670.84","2,818.40","4,797.31","6,377.41","-1,580.10",cash
25-Oct-2022,"18,470.93","18,717.94",-247.01,"5,258.68","4,385.80",872.88,cash
24-Oct-2022,168.8,322.69,-153.89,103.42,23.3,80.12,cash
21-Oct-2022,"9,057.20","8,618.31",438.89,"5,159.33","5,278.41",-119.08,cash
20-Oct-2022,"9,164.23","7,299.44","1,864.79","4,102.23","4,989.03",-886.8,cash
19-Oct-2022,"5,630.04","6,083.95",-453.91,"5,541.74","4,633.32",908.42,cash
18-Oct-2022,"8,985.94","9,139.34",-153.4,"6,576.76","4,492.05","2,084.71",cash
17-Oct-2022,"18,250.88","18,622.91",-372.03,"5,491.67","3,909.43","1,582.24",cash
14-Oct-2022,"4,833.45","5,844.68","-1,011.23","5,705.01","4,080.88","1,624.13",cash
13-Oct-2022,"4,958.06","6,594.49","-1,636.43","5,282.29","4,529.00",753.29,cash
12-Oct-2022,"6,304.51","6,846.87",-542.36,"5,048.18","4,962.86",85.32,cash
11-Oct-2022,"18,683.61","23,296.28","-4,612.67","7,108.17","4,677.41","2,430.76",cash
10-Oct-2022,"3,758.27","5,897.29","-2,139.02","6,281.53","4,144.07","2,137.46",cash
07-Oct-2022,"5,052.67","7,303.44","-2,250.77","6,121.28","5,576.03",545.25,cash
06-Oct-2022,"9,444.17","9,165.16",279.01,"6,159.28","6,203.20",-43.92,cash
04-Oct-2022,"6,646.71","5,302.08","1,344.63","6,092.44","5,146.52",945.92,cash
03-Oct-2022,"18,735.37","18,144.79",590.58,"5,716.19","6,139.35",-423.16,cash
30-Sep-2022,"9,507.55","11,072.86","-1,565.31","7,997.28","4,751.83","3,245.45",cash
29-Sep-2022,"8,328.68","11,928.10","-3,599.42","15,193.16","12,031.43","3,161.73",cash
28-Sep-2022,"7,729.89","10,502.38","-2,772.49","7,678.02","5,133.85","2,544.17",cash
27-Sep-2022,"7,421.56","10,245.52","-2,823.96","8,829.22","5,324.46","3,504.76",cash
26-Sep-2022,"6,232.04","11,333.34","-5,101.30","10,680.10","7,147.92","3,532.18",cash
23-Sep-2022,"6,265.22","9,164.90","-2,899.68","6,436.11","6,137.01",299.1,cash
22-Sep-2022,"5,939.65","8,449.20","-2,509.55","6,435.01","6,171.94",263.07,cash
21-Sep-2022,"6,975.89","7,436.93",-461.04,"5,802.03","5,263.50",538.53,cash
20-Sep-2022,"8,396.64","7,200.45","1,196.19","5,858.77","5,726.83",131.94,cash
19-Sep-2022,"18,217.86","17,905.55",312.31,"5,738.34","5,833.02",-94.68,cash
16-Sep-2022,"21,364.90","24,624.95","-3,260.05","9,504.28","9,540.85",-36.57,cash
15-Sep-2022,"7,763.50","9,034.18","-1,270.68","5,951.00","6,879.86",-928.86,cash
14-Sep-2022,"7,917.11","9,314.62","-1,397.51","8,468.36","8,280.78",187.58,cash
13-Sep-2022,"10,872.99","8,916.01","1,956.98","6,258.51","7,526.94","-1,268.43",cash
12-Sep-2022,"6,565.89","4,516.24","2,049.65","6,631.26","7,521.77",-890.51,cash
09-Sep-2022,"6,853.42","4,721.00","2,132.42","5,606.17","6,773.73","-1,167.56",cash
08-Sep-2022,"8,592.21","5,679.12","2,913.09","6,303.81","6,516.42",-212.61,cash
07-Sep-2022,"6,645.50","5,887.13",758.37,"5,878.55","6,017.22",-138.67,cash
06-Sep-2022,"6,467.47","5,322.94","1,144.53","7,709.38","7,076.41",632.97,cash
05-Sep-2022,"4,849.29","5,661.04",-811.75,"6,409.66","5,875.89",533.77,cash
02-Sep-2022,"6,332.11","6,340.90",-8.79,"5,646.07","6,314.81",-668.74,cash
01-Sep-2022,"11,907.28","14,197.59","-2,290.31","6,742.87","5,791.74",951.13,cash
30-Aug-2022,"16,145.25","11,979.39","4,165.86","6,519.54","7,176.26",-656.72,cash
29-Aug-2022,"5,253.27","5,814.49",-561.22,"6,370.85","6,226.77",144.08,cash
26-Aug-2022,"6,125.88","6,177.00",-51.12,"5,408.57","4,954.98",453.59,cash
25-Aug-2022,"6,813.77","6,444.71",369.06,"5,678.30","6,012.61",-334.31,cash
24-Aug-2022,"7,251.04","7,227.85",23.19,"4,986.06","5,308.40",-322.34,cash
23-Aug-2022,"7,652.45","7,089.45",563,"5,575.90","5,791.10",-215.2,cash
22-Aug-2022,"6,625.43","7,079.20",-453.77,"6,533.57","6,618.63",-85.06,cash
19-Aug-2022,"7,018.49","5,907.59","1,110.90","5,683.42","7,316.63","-1,633.21",cash
18-Aug-2022,"8,396.74","10,102.74","-1,706.00","7,491.59","7,020.80",470.79,cash
17-Aug-2022,"8,665.91","6,318.69","2,347.22","5,729.84","6,240.07",-510.23,cash
16-Aug-2022,"19,799.10","18,422.26","1,376.84","5,260.39","5,396.63",-136.24,cash
12-Aug-2022,"8,260.13","5,219.67","3,040.46","5,752.42","6,591.87",-839.45,cash
11-Aug-2022,"9,030.90","6,732.82","2,298.08","5,758.11","6,487.67",-729.56,cash
10-Aug-2022,"9,357.94","8,296.06","1,061.88","5,466.36","6,234.81",-768.45,cash
08-Aug-2022,"15,834.69","14,384.99","1,449.70","5,126.30","5,267.03",-140.73,cash
05-Aug-2022,"8,348.69","6,742.88","1,605.81","7,260.62","7,756.56",-495.94,cash
04-Aug-2022,"8,705.19","7,230.42","1,474.77","5,255.26","5,302.05",-46.79,cash
03-Aug-2022,"10,148.58","9,383.41",765.17,"5,865.37","6,383.79",-518.42,cash
02-Aug-2022,"7,526.33","6,701.15",825.18,"6,208.86","6,091.07",117.79,cash
01-Aug-2022,"16,377.49","14,056.88","2,320.61","5,331.92","6,154.15",-822.23,cash
29-Jul-2022,"8,531.17","7,484.85","1,046.32","6,720.39","6,721.30",-0.91,cash
28-Jul-2022,"7,300.21","5,662.52","1,637.69","6,941.15","6,340.86",600.29,cash
27-Jul-2022,"4,940.81","5,377.62",-436.81,"5,448.69","4,736.66",712.03,cash
26-Jul-2022,"4,031.75","5,580.04","-1,548.29","6,428.26","5,428.90",999.36,cash
25-Jul-2022,"13,602.03","14,446.81",-844.78,"5,270.58","5,342.84",-72.26,cash
22-Jul-2022,"5,335.17","6,010.62",-675.45,"5,072.01","4,332.63",739.38,cash
21-Jul-2022,"8,279.42","6,480.10","1,799.32","5,071.58","5,383.87",-312.29,cash
20-Jul-2022,"7,606.04","5,825.10","1,780.94","6,032.73","6,262.95",-230.22,cash
19-Jul-2022,"6,177.59","5,201.19",976.4,"5,085.73","5,186.46",-100.73,cash
18-Jul-2022,"15,055.01","14,898.93",156.08,"6,273.77","5,429.44",844.33,cash
15-Jul-2022,"5,300.67","6,950.03","-1,649.36","5,278.66","4,219.20","1,059.46",cash
14-Jul-2022,"7,139.02","6,829.96",309.06,"4,224.29","4,780.69",-556.4,cash
13-Jul-2022,"5,093.20","7,932.72","-2,839.52","6,217.62","4,418.40","1,799.22",cash
12-Jul-2022,"4,650.66","6,216.34","-1,565.68","3,493.93","3,353.22",140.71,cash
11-Jul-2022,"5,294.47","5,464.98",-170.51,"4,558.10","4,855.09",-296.99,cash
08-Jul-2022,"6,319.87","6,429.18",-109.31,"5,321.64","5,287.03",34.61,cash
07-Jul-2022,"5,847.89","6,773.11",-925.22,"6,974.09","5,993.50",980.59,cash
06-Jul-2022,"7,355.76","7,685.89",-330.13,"7,751.44","6,287.11","1,464.33",cash
05-Jul-2022,"6,675.59","5,379.75","1,295.84","5,191.05","5,448.64",-257.59,cash
04-Jul-2022,"3,981.28","6,130.84","-2,149.56","6,461.14","4,772.75","1,688.39",cash
01-Jul-2022,"4,979.59","7,304.33","-2,324.74","6,588.46","5,277.75","1,310.71",cash
30-Jun-2022,"9,684.54","10,822.59","-1,138.05","6,230.96","4,852.76","1,378.20",cash
29-Jun-2022,"5,946.83","6,797.89",-851.06,"8,308.26","7,460.80",847.46,cash
28-Jun-2022,"5,348.85","6,593.29","-1,244.44","5,177.24","3,971.61","1,205.63",cash
27-Jun-2022,"4,539.25","5,817.67","-1,278.42","5,101.29","3,916.82","1,184.47",cash
24-Jun-2022,"4,658.85","7,012.62","-2,353.77","5,651.60","3,438.16","2,213.44",cash
23-Jun-2022,"4,603.67","6,922.73","-2,319.06","5,620.06","3,181.75","2,438.31",cash
22-Jun-2022,"4,516.03","7,436.64","-2,920.61","4,861.57","3,002.50","1,859.07",cash
21-Jun-2022,"4,617.83","7,319.04","-2,701.21","6,527.22","3,460.81","3,066.41",cash
20-Jun-2022,"4,355.02","5,572.14","-1,217.12","6,099.48","4,006.09","2,093.39",cash
17-Jun-2022,"10,292.63","18,111.24","-7,818.61","9,889.70","3,802.78","6,086.92",cash
16-Jun-2022,"4,573.97","7,831.62","-3,257.65","6,604.58","4,675.44","1,929.14",cash
15-Jun-2022,"3,943.45","7,474.60","-3,531.15","5,417.16","2,829.16","2,588.00",cash
14-Jun-2022,"4,423.52","8,925.77","-4,502.25","7,035.27","3,227.67","3,807.60",cash
13-Jun-2022,"3,927.38","8,091.39","-4,164.01","6,969.98","4,155.48","2,814.50",cash
10-Jun-2022,"4,287.93","8,261.88","-3,973.95","6,105.56","3,274.49","2,831.07",cash
09-Jun-2022,"6,196.55","7,709.19","-1,512.64","5,297.49","3,672.59","1,624.90",cash
08-Jun-2022,"5,468.82","7,953.07","-2,484.25","5,508.57","3,604.24","1,904.33",cash
7-Jun-2022,"5,637.32","7,931.30","-2,293.98","5,062.40","3,751.26","1,311.14",cash
06-Jun-2022,"4,546.52","6,944.17","-2,397.65","5,593.21","3,653.21","1,940.00",cash
03-Jun-2022,"5,804.83","9,575.34","-3,770.51","6,890.49","4,529.98","2,360.51",cash
02-Jun-2022,"7,131.80","7,583.62",-451.82,"4,677.17","4,546.54",130.63,cash
01-Jun-2022,"6,446.02","8,376.18","-1,930.16","5,457.08","4,472.97",984.11,cash
31-May-2022,"45,737.96","46,741.52","-1,003.56","8,620.46","6,775.31","1,845.15",cash
30-May-2022,"6,853.96","6,351.88",502.08,"5,979.06","4,454.57","1,524.49",cash
27-May-2022,"4,954.34","6,897.44","-1,943.10","6,397.19","3,669.72","2,727.47",cash
26-May-2022,"8,248.29","9,846.13","-1,597.84","7,535.24","4,628.78","2,906.46",cash
25-May-2022,"6,371.24","8,174.30","-1,803.06","7,025.71","4,795.89","2,229.82",cash
24-May-2022,"7,947.05","10,340.50","-2,393.45","6,171.84","4,223.35","1,948.49",cash
23-May-2022,"7,039.52","8,990.69","-1,951.17","6,281.53","4,836.14","1,445.39",cash
20-May-2022,"8,550.14","9,815.55","-1,265.41","5,724.32","3,575.37","2,148.95",cash
19-May-2022,"6,389.87","11,289.79","-4,899.92","7,414.25","4,188.71","3,225.54",cash
18-May-2022,"8,919.00","10,173.64","-1,254.64","5,562.40","5,186.79",375.61,cash
17-May-2022,"6,128.11","8,320.55","-2,192.44","7,315.14","5,020.72","2,294.42",cash
16-May-2022,"4,205.88","5,994.81","-1,788.93","4,737.96","3,309.57","1,428.39",cash
13-May-2022,"7,660.72","11,440.80","-3,780.08","7,960.57","4,790.95","3,169.62",cash
12-May-2022,"6,018.03","11,273.78","-5,255.75","9,487.39","4,671.75","4,815.64",cash
11-May-2022,"5,988.39","9,597.74","-3,609.35","8,400.88","4,219.68","4,181.20",cash
10-May-2022,"6,100.07","10,060.66","-3,960.59","7,570.91","4,612.51","2,958.40",cash
09-May-2022,"5,342.44","8,704.24","-3,361.80","7,729.78","4,652.54","3,077.24",cash
06-May-2022,"4,525.89","10,042.97","-5,517.08","8,522.04","5,507.19","3,014.85",cash
05-May-2022,"5,293.36","7,368.10","-2,074.74","7,111.87","4,882.56","2,229.31",cash
04-May-2022,"17,062.94","20,351.12","-3,288.18","6,399.46","5,061.46","1,338.00",cash
02-May-2022,"5,041.77","6,895.23","-1,853.46","6,621.75","4,670.65","1,951.10",cash
29-Apr-2022,"9,263.84","12,912.14","-3,648.30","8,426.33","4,936.03","3,490.30",cash
28-Apr-2022,"12,333.87","11,590.65",743.22,"5,746.02","4,965.08",780.94,cash
27-Apr-2022,"6,385.59","10,450.13","-4,064.54","7,425.48","5,507.97","1,917.51",cash
26-Apr-2022,"7,340.46","8,514.51","-1,174.05","6,818.10","5,174.26","1,643.84",cash
25-Apr-2022,"4,932.28","8,235.13","-3,302.85","6,432.06","4,561.61","1,870.45",cash
22-Apr-2022,"7,939.33","10,401.05","-2,461.72","6,377.03","4,774.68","1,602.35",cash
21-Apr-2022,"9,320.24","10,033.93",-713.69,"8,635.07","5,811.64","2,823.43",cash
20-Apr-2022,"6,339.45","9,348.71","-3,009.26","7,915.34","5,269.52","2,645.82",cash
19-Apr-2022,"9,638.89","15,510.58","-5,871.69","10,920.78","6,939.97","3,980.81",cash
18-Apr-2022,"7,589.12","13,976.57","-6,387.45","9,637.18","6,295.22","3,341.96",cash
13-Apr-2022,"5,027.99","7,089.03","-2,061.04","6,426.35","5,015.50","1,410.85",cash
12-Apr-2022,"7,047.27","10,175.66","-3,128.39","6,629.33","5,759.32",870.01,cash
11-Apr-2022,"5,921.10","7,066.30","-1,145.20","5,873.70","6,360.20",-486.5,cash
08-Apr-2022,"9,818.98","10,394.02",-575.04,"8,191.28","8,207.79",-16.51,cash
07-Apr-2022,"9,346.30","14,355.92","-5,009.62","7,676.30","5,901.60","1,774.70",cash
6-Apr-2022,"6,324.77","8,604.74","-2,279.97","6,961.91","6,338.99",622.92,cash
05-Apr-2022,"7,096.60","6,721.71",374.89,"6,384.18","6,278.76",105.42,cash
04-Apr-2022,"7,532.61","6,380.40","1,152.21","9,883.20","8,208.19","1,675.01",cash
01-Apr-2022,"8,279.77","6,369.99","1,909.78","5,148.47","5,332.26",-183.79,cash
31-Mar-2022,"12,274.81","9,186.08","3,088.73","7,944.47","6,799.19","1,145.28",cash
30-Mar-2022,"10,271.37","8,913.90","1,357.47","12,848.14","11,632.14","1,216.00",cash
29-Mar-2022,"7,360.87","7,325.40",35.47,"5,860.54","4,147.23","1,713.31",cash
28-Mar-2022,"6,114.46","6,915.87",-801.41,"5,323.73","4,162.03","1,161.70",cash
25-Mar-2022,"6,543.08","8,050.45","-1,507.37","5,969.61","4,596.59","1,373.02",cash
24-Mar-2022,"13,101.11","14,841.82","-1,740.71","6,980.92","4,889.85","2,091.07",cash
23-Mar-2022,"10,223.97","9,742.64",481.33,"4,653.22","4,947.45",-294.23,cash
22-Mar-2022,"9,858.98","9,474.50",384.48,"4,499.91","5,101.96",-602.05,cash
21-Mar-2022,"6,838.69","9,800.81","-2,962.12","4,611.30","4,358.39",252.91,cash
17-Mar-2022,"25,393.17","22,593.03","2,800.14","7,756.01","8,434.46",-678.45,cash
16-Mar-2022,"9,098.13","8,786.14",311.99,"5,206.82","4,434.27",772.55,cash
15-Mar-2022,"10,225.30","11,475.04","-1,249.74","6,957.09","6,858.84",98.25,cash
14-Mar-2022,"8,151.62","8,328.14",-176.52,"6,385.66","5,287.04","1,098.62",cash
11-Mar-2022,"6,250.92","8,514.82","-2,263.90","6,786.33","5,099.48","1,686.85",cash
10-Mar-2022,"10,686.06","12,667.21","-1,981.15","9,273.55","8,327.84",945.71,cash
09-Mar-2022,"9,370.80","14,189.51","-4,818.71","11,078.08","7,802.14","3,275.94",cash
08-Mar-2022,"8,283.13","16,425.73","-8,142.60","12,923.51","6,433.92","6,489.59",cash
07-Mar-2022,"7,443.11","14,925.19","-7,482.08","13,168.04","7,837.01","5,331.03",cash
04-Mar-2022,"5,996.25","13,627.27","-7,631.02","11,668.66","6,929.67","4,738.99",cash
03-Mar-2022,"7,153.44","13,798.09","-6,644.65","11,803.36","7,004.12","4,799.24",cash
02-Mar-2022,"12,971.68","17,310.62","-4,338.94","10,264.64","7,202.94","3,061.70",cash
28-Feb-2022,"14,629.66","18,578.13","-3,948.47","9,128.63","4,985.81","4,142.82",cash
25-Feb-2022,"5,690.93","10,161.63","-4,470.70","9,655.31","5,337.07","4,318.24",cash
24-Feb-2022,"9,231.80","15,680.04","-6,448.24","14,452.42","6,784.67","7,667.75",cash
23-Feb-2022,"4,623.64","8,040.80","-3,417.16","6,892.39","3,868.02","3,024.37",cash
22-Feb-2022,"8,614.37","11,859.89","-3,245.52","8,143.69","4,035.11","4,108.58",cash
21-Feb-2022,"4,160.37","6,422.27","-2,261.90","6,187.26","3,794.41","2,392.85",cash
18-Feb-2022,"4,314.48","6,844.44","-2,529.96","4,992.67","3,063.59","1,929.08",cash
17-Feb-2022,"6,078.38","7,320.48","-1,242.10","4,617.33","3,716.23",901.1,cash
16-Feb-2022,"5,879.05","7,770.01","-1,890.96","5,334.30","4,154.16","1,180.14",cash
15-Feb-2022,"6,353.59","8,652.35","-2,298.76","8,739.16","4,327.56","4,411.60",cash
14-Feb-2022,"5,457.75","9,711.45","-4,253.70","7,698.04","5,527.75","2,170.29",cash
11-Feb-2022,"9,754.86","9,646.33",108.53,"5,537.23","6,234.13",-696.9,cash
10-Feb-2022,"8,660.61","10,393.19","-1,732.58","7,853.15","5,125.92","2,727.23",cash
09-Feb-2022,"6,152.38","7,045.02",-892.64,"7,021.37","5,228.02","1,793.35",cash
08-Feb-2022,"7,225.08","9,192.97","-1,967.89","6,674.20","5,559.20","1,115.00",cash
07-Feb-2022,"6,281.52","7,438.75","-1,157.23","4,644.47","6,020.96","-1,376.49",cash
04-Feb-2022,"5,377.41","7,645.27","-2,267.86","6,196.26","5,574.28",621.98,cash
03-Feb-2022,"4,630.52","6,228.06","-1,597.54","6,089.96","6,460.54",-370.58,cash
02-Feb-2022,"6,001.43","6,185.03",-183.6,"7,713.43","7,287.47",425.96,cash
01-Feb-2022,"7,145.99","7,167.78",-21.79,"7,906.24","6,308.54","1,597.70",cash
31-Jan-2022,"6,014.14","9,638.62","-3,624.48","9,167.06","5,518.41","3,648.65",cash
