on_date,fii_purchase,fii_sales,fii_net,dii_purchase,dii_sales,dii_net,category
28-Jan-2022,"8,222.94","13,268.28","-5,045.34","9,617.43","6,258.76","3,358.67",cash
27-Jan-2022,"11,417.36","17,684.11","-6,266.75","10,727.48","7,846.16","2,881.32",cash
25-Jan-2022,"7,357.33","14,451.81","-7,094.48","10,764.40","6,229.87","4,534.53",cash
24-Jan-2022,"5,030.52","8,782.10","-3,751.58","8,243.09","8,168.21",74.88,cash
21-Jan-2022,"7,564.37","10,712.95","-3,148.58","6,930.43","6,661.07",269.36,cash
20-Jan-2022,"7,974.39","12,654.23","-4,679.84","6,385.75","5,616.49",769.26,cash
19-Jan-2022,"7,690.73","10,395.50","-2,704.77","7,241.45","7,436.52",-195.07,cash
18-Jan-2022,"5,409.34","6,664.29","-1,254.95","5,794.75","6,014.95",-220.2,cash
17-Jan-2022,"5,792.76","6,648.23",-855.47,"5,605.54","5,720.85",-115.31,cash
14-Jan-2022,"6,143.95","7,742.15","-1,598.20","5,560.51","5,189.10",371.41,cash
13-Jan-2022,"7,418.36","8,809.21","-1,390.85","7,051.03","5,985.71","1,065.32",cash
12-Jan-2022,"6,981.26","7,982.83","-1,001.57","7,458.25","6,126.24","1,332.01",cash
11-Jan-2022,"7,759.53","7,647.62",111.91,"5,790.38","5,411.64",378.74,cash
10-Jan-2022,"7,981.58","8,105.81",-124.23,"6,150.78","5,669.23",481.55,cash
07-Jan-2022,"8,183.82","7,687.55",496.27,"5,718.29","5,833.95",-115.66,cash
06-Jan-2022,"6,563.72","8,490.49","-1,926.77","6,661.19","5,860.28",800.91,cash
05-Jan-2022,"7,610.53","7,273.70",336.83,"7,001.10","5,729.15","1,271.95",cash
4-Jan-2022,"5,834.72","4,560.86","1,273.86","5,250.38","4,717.41",532.97,cash
03-Jan-2022,"4,226.30","3,323.66",902.64,"4,815.58","4,012.47",803.11,cash
31-Dec-2021,"4,083.37","3,507.98",575.39,"4,853.82","3,688.20","1,165.62",cash
30-Dec-2021,"4,512.12","5,498.44",-986.32,"9,450.33","8,872.59",577.74,cash
29-Dec-2021,"3,417.80","4,393.03",-975.23,"5,016.04","4,009.11","1,006.93",cash
28-Dec-2021,"4,761.39","4,554.08",207.31,"4,112.00","3,544.53",567.47,cash
27-Dec-2021,"1,996.94","3,035.19","-1,038.25","4,016.54","3,060.75",955.79,cash
24-Dec-2021,"2,360.05","3,075.05",-715,"3,909.50","3,952.74",-43.24,cash
23-Dec-2021,"5,415.35","5,686.94",-271.59,"5,280.20","4,083.72","1,196.48",cash
22-Dec-2021,"6,162.32","6,989.58",-827.26,"5,315.61","3,722.20","1,593.41",cash
21-Dec-2021,"5,883.40","7,093.22","-1,209.82","6,138.60","4,733.71","1,404.89",cash
20-Dec-2021,"6,744.39","10,309.75","-3,565.36","8,746.23","5,982.21","2,764.02",cash
17-Dec-2021,"13,370.05","15,439.95","-2,069.90","9,499.96","8,021.44","1,478.52",cash
16-Dec-2021,"7,439.82","8,908.53","-1,468.71","5,426.59","3,893.44","1,533.15",cash
15-Dec-2021,"5,373.66","8,780.70","-3,407.04","5,721.32","4,168.31","1,553.01",cash
14-Dec-2021,"9,498.29","10,261.47",-763.18,"5,210.59","4,785.16",425.43,cash
13-Dec-2021,"7,862.77","10,606.21","-2,743.44","6,301.91","4,950.88","1,351.03",cash
10-Dec-2021,"5,595.06","6,687.46","-1,092.40","4,477.51","4,090.88",386.63,cash
09-Dec-2021,"6,194.93","7,780.48","-1,585.55","5,623.94","4,841.10",782.84,cash
08-Dec-2021,"8,150.87","8,730.14",-579.27,"7,182.85","5,447.35","1,735.50",cash
07-Dec-2021,"7,625.01","10,209.98","-2,584.97","6,637.69","4,031.88","2,605.81",cash
06-Dec-2021,"4,130.25","7,491.53","-3,361.28","4,780.05","3,078.49","1,701.56",cash
03-Dec-2021,"7,842.92","11,199.09","-3,356.17","5,896.49","4,247.70","1,648.79",cash
02-Dec-2021,"9,064.65","9,974.36",-909.71,"5,828.03","4,455.38","1,372.65",cash
01-Dec-2021,"8,588.49","11,354.33","-2,765.84","6,651.88","3,184.86","3,467.02",cash
30-Nov-2021,"42,957.10","48,402.35","-5,445.25","11,199.34","5,849.11","5,350.23",cash
29-Nov-2021,"5,625.13","8,957.34","-3,332.21","9,527.82","4,916.41","4,611.41",cash
26-Nov-2021,"6,588.99","12,374.82","-5,785.83","9,352.28","7,058.17","2,294.11",cash
25-Nov-2021,"9,017.44","11,318.09","-2,300.65","6,056.57","4,688.77","1,367.80",cash
24-Nov-2021,"9,608.48","14,731.13","-5,122.65","7,537.61","3,727.99","3,809.62",cash
23-Nov-2021,"10,101.07","14,578.13","-4,477.06","9,030.24","7,618.19","1,412.05",cash
22-Nov-2021,"11,705.76","15,144.52","-3,438.76","7,927.88","5,876.70","2,051.18",cash
18-Nov-2021,"8,781.77","12,712.39","-3,930.62","6,846.10","4,960.44","1,885.66",cash
17-Nov-2021,"9,321.89","9,666.24",-344.35,"5,736.59","5,797.73",-61.14,cash
16-Nov-2021,"9,633.70","10,194.37",-560.67,"6,404.64","5,827.30",577.34,cash
15-Nov-2021,"8,557.01","8,132.27",424.74,"6,336.76","4,812.09","1,524.67",cash
12-Nov-2021,"10,362.94","9,851.84",511.1,"6,818.71","5,967.30",851.41,cash
11-Nov-2021,"7,188.28","8,825.74","-1,637.46","5,429.96","4,984.20",445.76,cash
10-Nov-2021,"9,112.99","9,582.49",-469.5,"6,903.17","6,136.22",766.95,cash
09-Nov-2021,"7,773.20","10,218.45","-2,445.25","7,108.59","5,690.96","1,417.63",cash
08-Nov-2021,"12,747.47","13,608.12",-860.65,"6,933.85","5,022.08","1,911.77",cash
04-Nov-2021,42.52,370.63,-328.11,55.67,17.42,38.25,cash
03-Nov-2021,"9,011.72","9,413.20",-401.48,"5,554.90","5,359.34",195.56,cash
02-Nov-2021,"7,815.53","7,570.66",244.87,"5,771.97","5,777.97",-6,cash
01-Nov-2021,"8,251.05","8,453.18",-202.13,"5,516.93","5,400.92",116.01,cash
29-Oct-2021,"7,303.32","12,445.95","-5,142.63","9,716.10","5,373.59","4,342.51",cash
28-Oct-2021,"8,215.03","12,033.54","-3,818.51","8,311.63","7,475.03",836.6,cash
27-Oct-2021,"9,323.80","11,237.16","-1,913.36","7,986.46","7,513.98",472.48,cash
26-Oct-2021,"7,292.05","9,660.71","-2,368.66","8,494.57","7,109.16","1,385.41",cash
25-Oct-2021,"6,854.20","9,313.30","-2,459.10","11,137.25","8,747.02","2,390.23",cash
22-Oct-2021,"5,926.83","8,624.53","-2,697.70","8,040.03","7,010.06","1,029.97",cash
21-Oct-2021,"11,816.22","14,635.12","-2,818.90","8,370.14","7,941.69",428.45,cash
20-Oct-2021,"15,676.44","17,519.53","-1,843.09","7,364.58","9,045.31","-1,680.73",cash
19-Oct-2021,"9,298.03","9,803.82",-505.79,"5,456.90","8,035.12","-2,578.22",cash
18-Oct-2021,"13,343.73","12,831.29",512.44,"7,720.49","9,424.36","-1,703.87",cash
14-Oct-2021,"10,607.59","8,925.99","1,681.60","7,706.79","9,457.38","-1,750.59",cash
13-Oct-2021,"8,528.34","7,591.03",937.31,"7,681.34","8,113.06",-431.72,cash
12-Oct-2021,"7,484.00","7,762.32",-278.32,"5,976.21","6,717.43",-741.22,cash
11-Oct-2021,"13,318.24","14,621.46","-1,303.22","6,585.38","6,958.66",-373.28,cash
08-Oct-2021,"6,583.35","6,647.36",-64.01,"5,697.83","5,866.02",-168.19,cash
07-Oct-2021,"6,734.60","8,498.85","-1,764.25","7,892.67","5,364.03","2,528.64",cash
06-Oct-2021,"7,357.95","8,160.76",-802.81,"5,826.16","6,824.85",-998.69,cash
05-Oct-2021,"8,732.10","10,647.18","-1,915.08","8,711.87","6,843.64","1,868.23",cash
04-Oct-2021,"14,121.78","13,261.28",860.5,"6,837.52","6,609.46",228.06,cash
01-Oct-2021,"7,049.23","6,917.84",131.39,"6,093.82","6,706.90",-613.08,cash
30-Sep-2021,"10,773.65","12,999.25","-2,225.60","6,795.08","6,697.90",97.18,cash
29-Sep-2021,"12,949.38","14,395.40","-1,446.02","13,948.96","10,686.80","3,262.16",cash
28-Sep-2021,"8,825.85","10,783.55","-1,957.70","7,926.05","7,764.60",161.45,cash
27-Sep-2021,"8,019.79","8,614.42",-594.63,"6,910.79","5,513.10","1,397.69",cash
24-Sep-2021,"11,782.97","11,340.48",442.49,"7,087.07","7,602.92",-515.85,cash
23-Sep-2021,"15,839.77","15,481.84",357.93,"7,976.47","6,803.38","1,173.09",cash
22-Sep-2021,"7,355.32","9,298.58","-1,943.26","7,454.00","5,603.98","1,850.02",cash
21-Sep-2021,"8,110.81","7,068.89","1,041.92","8,010.59","5,842.97","2,167.62",cash
20-Sep-2021,"7,779.47","7,686.93",92.54,"6,026.53","7,653.11","-1,626.58",cash
17-Sep-2021,"26,776.57","25,223.98","1,552.59","8,006.52","9,405.07","-1,398.55",cash
16-Sep-2021,"11,766.93","10,145.05","1,621.88","6,905.29","7,700.42",-795.13,cash
15-Sep-2021,"11,172.43","10,939.59",232.84,"7,452.63","7,284.96",167.67,cash
14-Sep-2021,"10,755.82","9,106.22","1,649.60","5,613.31","5,923.62",-310.31,cash
13-Sep-2021,"8,682.14","7,262.83","1,419.31","4,163.88","4,723.47",-559.59,cash
09-Sep-2021,"10,253.03","9,829.59",423.44,"5,229.60","4,525.39",704.21,cash
08-Sep-2021,"8,772.31","9,574.82",-802.51,"5,390.91","5,390.31",0.6,cash
07-Sep-2021,"6,640.48","6,785.93",-145.45,"5,160.43","5,297.00",-136.57,cash
06-Sep-2021,"5,389.54","5,978.90",-589.36,"5,825.04","5,277.73",547.31,cash
03-Sep-2021,"7,492.49","6,723.91",768.58,"6,397.78","5,729.18",668.6,cash
02-Sep-2021,"9,113.34","8,764.82",348.52,"6,368.33","5,986.63",381.7,cash
01-Sep-2021,"9,384.32","8,717.66",666.66,"5,498.07","6,785.94","-1,287.87",cash
31-Aug-2021,"22,832.93","18,951.77","3,881.16","5,991.84","7,864.24","-1,872.40",cash
30-Aug-2021,"8,408.62","7,205.81","1,202.81","6,678.62","5,989.77",688.85,cash
27-Aug-2021,"7,265.52","8,044.27",-778.75,"6,055.14","4,408.95","1,646.19",cash
26-Aug-2021,"6,663.43","8,637.91","-1,974.48","6,544.18","5,488.97","1,055.21",cash
25-Aug-2021,"6,700.93","7,772.76","-1,071.83","4,877.56","5,028.95",-151.39,cash
24-Aug-2021,"7,371.72","9,016.63","-1,644.91","7,418.20","5,038.15","2,380.05",cash
23-Aug-2021,"7,990.23","9,353.59","-1,363.36","6,437.59","4,985.08","1,452.51",cash
20-Aug-2021,"10,276.57","12,563.60","-2,287.03","6,526.92","6,407.62",119.3,cash
18-Aug-2021,"9,557.63","10,152.95",-595.32,"4,726.39","5,455.88",-729.49,cash
17-Aug-2021,"9,253.80","9,597.53",-343.73,"5,521.80","5,255.37",266.43,cash
16-Aug-2021,"4,271.83","5,360.15","-1,088.32","5,203.45","4,697.24",506.21,cash
13-Aug-2021,"8,016.33","7,196.56",819.77,"6,104.54","5,955.04",149.5,cash
12-Aug-2021,"5,690.17","5,902.28",-212.11,"5,590.47","5,282.72",307.75,cash
11-Aug-2021,"7,301.31","7,063.17",238.14,"6,592.55","6,386.27",206.28,cash
10-Aug-2021,"6,674.19","6,852.70",-178.51,"6,338.36","5,649.36",689,cash
09-Aug-2021,"6,240.73","6,028.82",211.91,"4,657.93","5,374.08",-716.15,cash
06-Aug-2021,"6,511.05","6,580.42",-69.37,"6,439.14","7,070.14",-631,cash
05-Aug-2021,"8,746.60","9,466.48",-719.88,"8,541.88","7,809.96",731.92,cash
04-Aug-2021,"9,850.33","7,021.76","2,828.57","7,888.75","8,300.11",-411.36,cash
03-Aug-2021,"8,993.55","6,876.95","2,116.60","6,571.69","6,870.23",-298.54,cash
02-Aug-2021,"6,550.89","8,090.77","-1,539.88","6,478.18","4,972.36","1,505.82",cash
30-Jul-2021,"8,506.05","12,354.36","-3,848.31","8,047.43","5,090.75","2,956.68",cash
29-Jul-2021,"8,373.72","9,239.98",-866.26,"7,181.58","5,134.62","2,046.96",cash
28-Jul-2021,"6,941.15","9,215.92","-2,274.77","6,663.07","5,741.62",921.45,cash
27-Jul-2021,"8,522.42","9,981.50","-1,459.08","6,332.46","5,602.50",729.96,cash
26-Jul-2021,"5,495.57","7,872.36","-2,376.79","5,885.63","4,334.36","1,551.27",cash
23-Jul-2021,"7,663.49","7,826.80",-163.31,"7,415.99","5,228.19","2,187.80",cash
22-Jul-2021,"8,329.28","8,576.87",-247.59,"6,386.46","5,443.91",942.55,cash
20-Jul-2021,"4,276.70","7,111.66","-2,834.96","5,675.86","4,802.72",873.14,cash
19-Jul-2021,"6,366.78","8,565.49","-2,198.71","5,913.30","4,865.64","1,047.66",cash
16-Jul-2021,"4,988.34","5,454.64",-466.3,"5,619.29","4,953.22",666.07,cash
15-Jul-2021,"5,547.11","5,811.88",-264.77,"5,266.49","4,827.08",439.41,cash
14-Jul-2021,"5,234.20","6,538.15","-1,303.95","5,085.07","3,749.16","1,335.91",cash
13-Jul-2021,"5,215.72","5,101.89",113.83,"5,589.72","5,245.53",344.19,cash
12-Jul-2021,"8,575.06","9,321.03",-745.97,"4,188.51","3,741.09",447.42,cash
09-Jul-2021,"3,852.21","4,976.86","-1,124.65","4,360.25","4,253.70",106.55,cash
08-Jul-2021,"5,344.41","5,899.33",-554.92,"3,864.15","4,813.33",-949.18,cash
07-Jul-2021,"5,963.59","5,430.65",532.94,"4,345.38","4,577.18",-231.8,cash
06-Jul-2021,"4,221.77","4,765.07",-543.3,"5,867.38","5,346.08",521.3,cash
05-Jul-2021,"3,222.80","3,561.23",-338.43,"4,578.52","3,932.93",645.59,cash
02-Jul-2021,"4,860.51","5,843.31",-982.8,"4,922.08","3,991.69",930.39,cash
01-Jul-2021,"4,395.80","5,641.09","-1,245.29","4,721.48","3,840.88",880.6,cash
30-Jun-2021,"6,057.48","7,704.14","-1,646.66","6,171.14","4,650.96","1,520.18",cash
29-Jun-2021,"10,932.02","10,815.39",116.63,"8,687.31","6,877.26","1,810.05",cash
28-Jun-2021,"4,275.71","5,934.43","-1,658.72","5,634.19","4,357.11","1,277.08",cash
25-Jun-2021,"6,766.31","7,445.15",-678.84,"6,844.01","5,011.25","1,832.76",cash
24-Jun-2021,"7,094.36","9,985.30","-2,890.94","5,377.76","4,239.00","1,138.76",cash
23-Jun-2021,"13,648.63","10,492.10","3,156.53","4,982.56","3,665.36","1,317.20",cash
22-Jun-2021,"6,488.06","7,516.00","-1,027.94","5,099.01","4,796.56",302.45,cash
21-Jun-2021,"4,675.48","5,920.19","-1,244.71","4,028.31","3,890.22",138.09,cash
18-Jun-2021,"20,440.85","17,760.28","2,680.57","7,052.77","6,606.57",446.2,cash
17-Jun-2021,"6,727.57","7,607.30",-879.73,"5,107.52","5,062.28",45.24,cash
16-Jun-2021,"5,940.25","6,810.54",-870.29,"4,027.52","4,901.72",-874.2,cash
15-Jun-2021,"7,621.18","6,987.49",633.69,"3,875.29","4,524.58",-649.29,cash
14-Jun-2021,"4,339.27","4,842.78",-503.51,"4,801.07","4,256.81",544.26,cash
11-Jun-2021,"5,161.16","5,142.52",18.64,"5,212.50","4,546.14",666.36,cash
10-Jun-2021,"7,447.97","6,118.27","1,329.70","4,282.21","4,857.40",-575.19,cash
09-Jun-2021,"7,088.53","7,934.90",-846.37,"5,895.55","6,167.25",-271.7,cash
08-Jun-2021,"7,646.87","6,224.16","1,422.71","3,936.21","5,563.19","-1,626.98",cash
07-Jun-2021,"6,811.49","6,997.95",-186.46,"5,644.06","4,660.09",983.97,cash
04-Jun-2021,"7,683.55","6,184.18","1,499.37","3,883.29","5,058.30","-1,175.01",cash
03-Jun-2021,"7,323.50","6,244.30","1,079.20","4,726.00","5,004.97",-278.97,cash
02-Jun-2021,"11,510.79","10,589.69",921.1,"4,657.40","4,415.64",241.76,cash
01-Jun-2021,"4,507.92","4,957.78",-449.86,"4,363.99","4,133.50",230.49,cash
31-May-2021,"7,456.51","5,044.12","2,412.39","4,912.06","4,732.28",179.78,cash
28-May-2021,"5,917.71","5,004.12",913.59,"6,440.88","5,165.66","1,275.22",cash
27-May-2021,"42,734.21","43,395.11",-660.9,"6,139.40","6,027.02",112.38,cash
26-May-2021,"5,114.13","4,872.53",241.6,"3,623.92","4,062.51",-438.59,cash
25-May-2021,"7,282.89","6,323.12",959.77,"4,299.61","4,863.20",-563.59,cash
24-May-2021,"7,830.55","7,245.19",585.36,"5,329.13","6,036.82",-707.69,cash
21-May-2021,"7,950.66","7,440.50",510.16,"6,089.36","5,440.26",649.1,cash
20-May-2021,"8,149.80","8,078.76",71.04,"4,723.27","5,599.33",-876.06,cash
19-May-2021,"7,138.11","7,835.86",-697.75,"4,722.98","5,575.50",-852.52,cash
18-May-2021,"8,433.44","7,814.95",618.49,"6,301.03","5,851.51",449.52,cash
17-May-2021,"5,797.54","8,053.38","-2,255.84","7,096.88","5,148.40","1,948.48",cash
14-May-2021,"5,856.40","8,464.25","-2,607.85","5,444.16","4,830.90",613.26,cash
12-May-2021,"5,312.00","6,572.59","-1,260.59","5,372.26","6,076.62",-704.36,cash
11-May-2021,"6,577.06","6,913.06",-336,"5,172.16","5,848.83",-676.67,cash
10-May-2021,"6,860.97","6,277.28",583.69,"5,851.72","6,327.98",-476.26,cash
07-May-2021,"7,159.99","8,302.74","-1,142.75","6,414.23","4,946.14","1,468.09",cash
06-May-2021,"6,326.62","5,104.04","1,222.58","4,036.91","4,669.42",-632.51,cash
05-May-2021,"4,955.96","6,066.46","-1,110.50","4,255.47","4,496.08",-240.61,cash
04-May-2021,"5,849.01","7,621.38","-1,772.37","4,952.60","3,965.26",987.34,cash
03-May-2021,"4,273.18","6,562.64","-2,289.46","4,366.26","3,813.34",552.92,cash
30-Apr-2021,"7,951.05","11,416.12","-3,465.07","5,761.78","4,342.47","1,419.31",cash
29-Apr-2021,"6,399.32","5,589.95",809.37,"4,222.29","5,164.64",-942.35,cash
28-Apr-2021,"7,822.55","7,056.53",766.02,"6,349.17","5,912.97",436.2,cash
27-Apr-2021,"5,527.78","6,982.53","-1,454.75","6,484.69","5,021.25","1,463.44",cash
26-Apr-2021,"7,660.72","8,772.61","-1,111.89","6,518.02","5,495.45","1,022.57",cash
23-Apr-2021,"6,729.46","8,090.22","-1,360.76","5,151.62","3,456.03","1,695.59",cash
22-Apr-2021,"9,619.52","10,529.08",-909.56,"5,737.09","4,887.11",849.98,cash
20-Apr-2021,"8,722.73","9,805.06","-1,082.33","5,595.00","4,271.99","1,323.01",cash
19-Apr-2021,"6,381.91","8,015.61","-1,633.70","6,843.13","4,487.57","2,355.56",cash
16-Apr-2021,"7,512.32","7,074.81",437.51,"5,523.58","4,866.03",657.55,cash
15-Apr-2021,"11,711.48","10,731.78",979.7,"4,979.59","5,506.22",-526.63,cash
13-Apr-2021,"8,556.44","9,287.25",-730.81,"4,557.77","4,313.97",243.8,cash
12-Apr-2021,"6,519.91","8,266.34","-1,746.43","7,165.01","6,932.25",232.76,cash
08-Apr-2021,"8,752.01","8,641.16",110.85,"4,854.39","4,301.61",552.78,cash
07-Apr-2021,"7,380.16","7,152.74",227.42,"4,903.19","4,522.11",381.08,cash
06-Apr-2021,"4,825.29","5,918.04","-1,092.75","4,518.84","4,102.25",416.59,cash
05-Apr-2021,"4,443.84","5,375.50",-931.66,"5,097.54","5,022.06",75.48,cash
01-Apr-2021,"7,279.28","7,129.87",149.41,"3,621.88","3,918.72",-296.84,cash
31-Mar-2021,"7,657.89","9,343.80","-1,685.91","6,160.75","4,079.23","2,081.52",cash
30-Mar-2021,"10,119.50","9,350.03",769.47,"11,262.39","9,081.38","2,181.01",cash
26-Mar-2021,"6,317.00","6,367.13",-50.13,"5,876.74","4,173.60","1,703.14",cash
25-Mar-2021,"6,669.49","10,053.09","-3,383.60","7,823.37","5,555.68","2,267.69",cash
24-Mar-2021,"5,577.51","7,529.41","-1,951.90","5,581.34","4,968.54",612.8,cash
23-Mar-2021,"7,811.31","7,919.55",-108.24,"4,882.49","5,412.18",-529.69,cash
22-Mar-2021,"6,436.46","7,223.44",-786.98,"4,659.69","4,116.99",542.7,cash
19-Mar-2021,"24,193.67","22,775.24","1,418.43","7,503.70","6,944.08",559.62,cash
18-Mar-2021,"7,994.23","6,735.76","1,258.47","4,692.90","5,809.07","-1,116.17",cash
17-Mar-2021,"9,973.21","7,347.39","2,625.82","5,874.44","6,436.59",-562.15,cash
16-Mar-2021,"7,819.91","6,127.60","1,692.31","4,518.78","5,687.37","-1,168.59",cash
15-Mar-2021,"6,658.82","7,760.17","-1,101.35","4,036.19","4,785.90",-749.71,cash
12-Mar-2021,"12,080.56","13,023.16",-942.6,"4,789.89","4,953.76",-163.87,cash
10-Mar-2021,"6,534.99","6,550.68",-15.69,"4,059.79","3,612.12",447.67,cash
09-Mar-2021,"11,281.25","8,479.38","2,801.87","6,216.33","4,966.11","1,250.22",cash
08-Mar-2021,"5,918.33","7,412.82","-1,494.49","3,838.89","3,355.27",483.62,cash
05-Mar-2021,"9,383.17","11,397.33","-2,014.16","3,633.06","4,824.25","-1,191.19",cash
04-Mar-2021,"11,733.98","11,957.09",-223.11,"4,342.90","5,131.09",-788.19,cash
03-Mar-2021,"10,944.98","8,856.28","2,088.70","5,414.38","5,021.47",392.91,cash
02-Mar-2021,"8,978.71","6,755.55","2,223.16","4,315.34","5,169.38",-854.04,cash
01-Mar-2021,"6,674.54","6,549.39",125.15,"4,262.45","4,457.33",-194.88,cash
26-Feb-2021,"22,163.45","30,458.62","-8,295.17","7,534.99","6,035.29","1,499.70",cash
25-Feb-2021,"14,123.81","13,935.73",188.08,"5,174.63","5,921.20",-746.57,cash
24-Feb-2021,"35,295.57","6,556.40","28,739.17","3,573.61","3,343.17",230.44,cash
23-Feb-2021,"8,112.33","9,681.37","-1,569.04","4,918.49","4,701.82",216.67,cash
22-Feb-2021,"9,454.13","10,347.38",-893.25,"4,804.05","5,723.93",-919.88,cash
19-Feb-2021,"8,611.06","8,492.31",118.75,"3,542.36","4,717.34","-1,174.98",cash
18-Feb-2021,"9,725.77","8,822.70",903.07,"5,281.70","6,499.04","-1,217.34",cash
17-Feb-2021,"8,499.18","7,490.98","1,008.20","4,441.26","5,724.64","-1,283.38",cash
16-Feb-2021,"6,825.94","5,681.85","1,144.09","4,632.12","6,191.65","-1,559.53",cash
15-Feb-2021,"5,121.51","3,887.36","1,234.15","4,293.84","5,342.39","-1,048.55",cash
12-Feb-2021,"4,252.21","4,289.54",-37.33,"3,647.82","4,245.44",-597.62,cash
11-Feb-2021,"5,627.71","4,683.35",944.36,"4,271.11","4,978.79",-707.68,cash
10-Feb-2021,"9,072.10","7,285.13","1,786.97","4,749.91","6,825.59","-2,075.68",cash
09-Feb-2021,"11,599.60","10,298.95","1,300.65","4,649.82","6,406.06","-1,756.24",cash
08-Feb-2021,"8,017.52","6,140.92","1,876.60","5,356.49","5,861.35",-504.86,cash
05-Feb-2021,"9,402.17","7,940.46","1,461.71","6,202.57","7,621.22","-1,418.65",cash
04-Feb-2021,"11,826.54","9,889.80","1,936.74","6,314.21","7,082.76",-768.55,cash
03-Feb-2021,"11,546.18","9,025.26","2,520.92","6,427.49","6,827.23",-399.74,cash
02-Feb-2021,"13,585.57","7,404.01","6,181.56","7,755.23","9,790.43","-2,035.20",cash
01-Feb-2021,"10,168.32","8,674.09","1,494.23","6,603.46","6,693.92",-90.46,cash
29-Jan-2021,"11,875.01","17,805.67","-5,930.66","7,582.45","5,139.25","2,443.20",cash
28-Jan-2021,"8,493.91","12,206.42","-3,712.51","6,351.07","4,614.15","1,736.92",cash
27-Jan-2021,"11,236.79","12,925.01","-1,688.22","6,222.79","6,226.17",-3.38,cash
25-Jan-2021,"8,423.37","9,188.67",-765.3,"5,090.23","5,477.99",-387.76,cash
22-Jan-2021,"8,326.77","8,962.46",-635.69,"4,859.95","6,150.30","-1,290.35",cash
21-Jan-2021,"9,104.25","7,489.59","1,614.66","5,053.57","6,093.05","-1,039.48",cash
20-Jan-2021,"7,701.29","5,412.24","2,289.05","5,084.73","5,949.35",-864.62,cash
19-Jan-2021,"6,715.91","6,458.36",257.55,"5,146.41","5,345.71",-199.3,cash
18-Jan-2021,"7,847.77","7,197.17",650.6,"6,371.06","6,413.57",-42.51,cash
15-Jan-2021,"7,240.81","6,269.75",971.06,"4,914.07","5,856.14",-942.07,cash
14-Jan-2021,"10,175.47","9,098.85","1,076.62","5,772.80","5,960.90",-188.1,cash
13-Jan-2021,"10,263.57","8,384.51","1,879.06","5,777.20","8,147.37","-2,370.17",cash
12-Jan-2021,"9,354.82","8,783.35",571.47,"5,556.61","6,891.11","-1,334.50",cash
11-Jan-2021,"9,652.29","6,513.39","3,138.90","4,496.85","7,106.98","-2,610.13",cash
08-Jan-2021,"13,171.18","7,141.35","6,029.83","4,792.70","7,165.24","-2,372.54",cash
07-Jan-2021,"8,481.77","8,099.47",382.3,"4,815.72","5,805.22",-989.5,cash
06-Jan-2021,"6,733.28","7,216.92",-483.64,"5,686.04","6,066.45",-380.41,cash
05-Jan-2021,"7,039.45","6,053.15",986.3,"5,092.00","5,582.03",-490.03,cash
04-Jan-2021,"5,331.17","3,487.95","1,843.22","4,575.57","5,290.78",-715.21,cash
01-Jan-2021,"1,072.54",566.33,506.21,"2,505.67","2,436.27",69.4,cash
31-Dec-2020,"6,855.31","5,719.72","1,135.59","4,209.73","4,467.37",-257.64,cash
30-Dec-2020,"5,345.63","3,521.11","1,824.52","3,372.43","3,959.86",-587.43,cash
29-Dec-2020,"5,426.77","3,077.24","2,349.53","2,386.77","4,397.27","-2,010.50",cash
28-Dec-2020,"3,456.27","1,867.34","1,588.93","2,714.07","4,100.62","-1,386.55",cash
24-Dec-2020,"5,316.24","4,090.55","1,225.69","3,456.22","5,354.14","-1,897.92",cash
23-Dec-2020,"5,365.66","4,829.53",536.13,"4,040.67","5,367.59","-1,326.92",cash
22-Dec-2020,"6,616.43","5,463.43","1,153.00","5,205.19","5,866.70",-661.51,cash
21-Dec-2020,"6,595.73","6,919.28",-323.55,"5,948.66","5,462.54",486.12,cash
18-Dec-2020,"14,649.69","11,928.74","2,720.95","4,224.56","6,649.17","-2,424.61",cash
17-Dec-2020,"8,609.38","6,254.13","2,355.25","3,125.72","5,620.08","-2,494.36",cash
16-Dec-2020,"8,209.33","6,227.56","1,981.77","3,748.65","5,467.10","-1,718.45",cash
15-Dec-2020,"8,612.92","6,128.83","2,484.09","3,564.69","6,231.48","-2,666.79",cash
14-Dec-2020,"7,589.88","5,325.50","2,264.38","3,813.97","5,535.08","-1,721.11",cash
11-Dec-2020,"10,402.09","6,206.66","4,195.43","3,726.16","6,085.16","-2,359.00",cash
10-Dec-2020,"7,663.53","5,403.55","2,259.98","3,390.71","5,665.93","-2,275.22",cash
09-Dec-2020,"9,574.48","6,010.25","3,564.23","3,834.91","6,328.01","-2,493.10",cash
08-Dec-2020,"8,473.34","5,563.74","2,909.60","3,912.38","6,553.31","-2,640.93",cash
07-Dec-2020,"8,796.14","5,004.08","3,792.06","4,287.14","7,054.23","-2,767.09",cash
04-Dec-2020,"9,863.79","6,894.20","2,969.59","4,062.46","6,034.06","-1,971.60",cash
03-Dec-2020,"14,473.15","10,835.73","3,637.42","4,693.02","6,132.76","-1,439.74",cash
02-Dec-2020,"9,295.46","8,938.11",357.35,"3,377.19","5,013.16","-1,635.97",cash
01-Dec-2020,"11,337.25","8,095.25","3,242.00","3,644.50","4,687.71","-1,043.21",cash
27-Nov-2020,"74,741.85","67,028.87","7,712.98","4,875.77","9,844.67","-4,968.90",cash
